id_code|clean_code|Description|parent_description
4786|701500|Clock or watch glasses and similar glasses, glasses for non-corrective or corrective spectacles, curved, bent, hollowed or the like, but not optically worked, hollow glass spheres and their segments, for the manufacture of such glasses (excl. flat glass for such purposes)|GLASS AND GLASSWARE
4787|701510|Glasses for corrective spectacles, curved, bent, hollowed or the like, but not optically worked (excl. flat glass for such purposes)|GLASS AND GLASSWARE
4788|701590|Clock or watch glasses and similar glasses, glasses for non-corrective spectacles, curved, bent, hollowed or the like, but not optically worked, hollow glass spheres and their segments, for the manufacture of such glasses incl. glasses for corrective spectacles (excl. flat glass for such purposes and glasses for corrective spectacles)|GLASS AND GLASSWARE
4789|701600|Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, whether or not wired, for building or construction purposes (excl. laminated safety glass and multiple-walled insulating units of glass); glass cubes and glass smallwares, whether or not on a backing, for mosaics or similar; leaded lights and similar; multicellular or foam glass in blocks, panels, plates, shells or like, n.e.s|GLASS AND GLASSWARE
4790|701610|Glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar decorative purposes (excl. finished panels and other finished decorative motifs, made from glass cubes for mosaics)|GLASS AND GLASSWARE
4791|701690|Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, whether or not wired, for building or construction purposes (excl. laminated safety glass and multiple-walled insulating units of glass); leaded lights and the like, multicellular or foam glass in blocks, panels, plates, shells or similar forms (excl. glass cubes and other glass smallwares for mosaics or similar decorative purposes)|GLASS AND GLASSWARE
4792|701700|Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated (excl. containers for the conveyance or packing of goods, measuring, checking or medical instruments and apparatus of chapter 90)|GLASS AND GLASSWARE
4793|701710|Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated, of fused quartz or other fused silica (excl. containers for the conveyance or packing of goods, measuring, checking or medical instruments and apparatus of chapter 90)|GLASS AND GLASSWARE
4794|701720|Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated, having a linear coefficient of expansion <= 5 x 10 -6 per kelvin within a temperature range of 0°C to 300°C (excl. glass of fused quartz or other fused silica, containers for the conveyance or packing of goods, measuring, checking or medical instruments and apparatus of chapter 90)|GLASS AND GLASSWARE
4795|701790|Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated (excl. glass having a linear coefficient of expansion <= 5 x 10 -6 per kelvin within a temperature range of 0°C to 300°C or of fused quartz or other fused silica, containers for the conveyance or packing of goods, measuring, checking or medical instruments and apparatus of chapter 90)|GLASS AND GLASSWARE
4796|701800|Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass smallwares, and articles thereof (excl. imitation jewellery); glass eyes (excl. prosthetic articles); statuettes and other ornaments of lamp-worked glass (excl. imitation jewellery); glass microspheres with a diameter of <= 1 mm|GLASS AND GLASSWARE
4797|701810|Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass smallwares, and articles thereof (excl. imitation jewellery); glass eyes (excl. prosthetic articles); statuettes and other ornaments of lamp-worked glass (excl. imitation jewellery); glass microspheres with a diameter of <= 1 mm|GLASS AND GLASSWARE
4798|701820|Glass microspheres <= 1 mm in diameter|GLASS AND GLASSWARE
4799|701890|Glass eyes (excl. prosthetic articles); articles of glass beads, or of imitation pearls, imitation precious or semi-precious stones, statuettes and other ornaments of lamp-worked glass (excl. imitation jewellery)|GLASS AND GLASSWARE
4800|701900|Glass fibres, incl. glass wool, and articles thereof (excl. mineral wools and articles thereof, optical fibres, fibre bundles or cable, electrical insulators or parts thereof, brushes of glass fibres, dolls' wigs)|GLASS AND GLASSWARE
4802|701911|"Glass fibre threads ""chopped strands"", cut into lengths <= 50 mm"|GLASS AND GLASSWARE
4803|701912|Rovings of glass fibres|GLASS AND GLASSWARE
4804|701919|Glass staple fibres, yarn of glass fibres and filaments (excl. yarn in chopped strands of a length of <= 50 mm, and rovings)|GLASS AND GLASSWARE
4806|701931|Mats of irregularly laminated glass fibres|GLASS AND GLASSWARE
4807|701932|"Thin sheets ""voiles"" of irregularly laminated glass fibres"|GLASS AND GLASSWARE
4808|701939|"Webs, mattresses, boards and similar nonwoven products, of glass fibres (excl. mats and thin sheets ""voiles"")"|GLASS AND GLASSWARE
4809|701940|Woven fabrics of glass fibres made from rovings|GLASS AND GLASSWARE
4811|701951|Woven fabrics, incl. narrow fabrics, of glass, of a width of <= 30 cm (excl. rovings)|GLASS AND GLASSWARE
4812|701952|Woven fabrics, incl. narrow fabrics, of glass filaments, of width of > 30 cm, plain weave, weighing < 250 g/m², made of yarn of a linear density of <= 136 tex per single yarn (excl. fabrics made from rovings)|GLASS AND GLASSWARE
4813|701959|Woven fabrics, incl. narrow fabrics, of glass fibres, of a width of > 30 cm (excl. plain weave, weighing < 250 g/m², of a linear density of <= 136 tex per single yarn, and fabrics made from rovings)|GLASS AND GLASSWARE
4814|701990|"Glass fibres, incl. glass wool, and articles thereof (excl. staple fibres, rovings, yarn, chopped strands, woven fabrics, incl. narrow fabrics, thin sheets ""voiles"", webs, mats, mattresses and boards and similar nonwoven products, mineral wool and articles thereof, electrical insulators or parts thereof, optical fibres, fibre bundles or cable, brushes of glass fibres, and dolls' wigs)"|GLASS AND GLASSWARE
4815|702000|Articles of glass, n.e.s.|GLASS AND GLASSWARE
4816|710011|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4817|710021|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4819|710100|Pearls, natural or cultured, whether or not worked or graded, but not strung, mounted or set, pearls, natural or cultured, temporarily strung for convenience of transport (excl. imitations of natural pearls and mother-of-pearl)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4820|710110|Pearls, natural, whether or not worked or graded, but not strung, mounted or set, natural pearls, temporarily strung for convenience of transport (excl. mother-of-pearl)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4822|710121|Cultured pearls, unworked, whether or not graded|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4823|710122|Cultured pearls, worked, whether or not graded, but not strung, mounted or set, worked cultured pearls, temporarily strung for convenience of transport|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4824|710200|Diamonds, whether or not worked, but not mounted or set (excl. unmounted stones for pick-up styluses, worked stones, suitable for use as parts of meters, measuring instruments or other articles of chapter 90)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4825|710210|Diamonds, unsorted|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4827|710221|Industrial diamonds unworked or simply sawn, cleaved or bruted|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4828|710229|Industrial diamonds, worked, but not mounted or set (excl. unmounted stones for pick-up styluses, stones suitable for use as parts of meters, measuring instruments or other articles of chapter 90)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4830|710231|Non-industrial diamonds unworked or simply sawn, cleaved or bruted (excl. industrial diamonds)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4831|710239|Diamonds, worked, but not mounted or set (excl. industrial diamonds)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4832|710300|Precious stones and semi-precious stones, whether or not worked or graded, but not strung, mounted or set, ungraded precious stones and semi-precious stones, temporarily strung for convenience of transport (excl. diamonds and imitation precious stones and semi-precious stones)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4833|710310|Precious stones and semi-precious stones, unworked or simply sawn or roughly shaped, whether or not graded (excl. diamonds and imitation precious stones and semi-precious stones)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4835|710391|Rubies, sapphires and emeralds, worked, whether or not graded, but not strung, mounted or set, rubies, sapphires and emeralds, worked, ungraded, temporarily strung for convenience of transport (excl. rubies, sapphires and emeralds, simply sawn or roughly shaped, imitation precious stones and semi-precious stones)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4836|710399|Precious and semi-precious stones, worked, whether or not graded, but not strung, mounted or set, precious and semi-precious stones, worked, ungraded, temporarily strung for convenience of transport (excl. precious and semi-precious stones, simply sawn or roughly shaped, diamonds, rubies, sapphires and emeralds, imitation precious stones and semi-precious stones)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4837|710400|Precious and semi-precious stones, synthetic or reconstructed, whether or not worked or graded but not strung, mounted or set; ungraded synthetic or reconstructed precious or semi-precious stones, temporarily strung for convenience of transport|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4838|710410|Quartz, piezoelectric, of synthetic or reconstructed stone whether or not worked or graded, but not mounted or set|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4839|710420|Precious and semi-precious stones, synthetic or reconstructed, unworked or simply sawn or roughly shaped, whether or not graded (excl. piezoelectric quartz)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4840|710490|Precious and semi-precious stones, synthetic or reconstructed, worked, whether or not graded but not strung, mounted or set, ungraded synthetic or reconstructed precious or semi-precious stones, temporarily strung for convenience of transport (excl. stones simply sawn or roughly shaped, piezoelectric quartz)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4841|710500|Dust and powder of natural or synthetic precious or semi-precious stones|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4842|710510|Dust and powder of diamonds, incl. synthetic diamonds|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4843|710590|Dust and powder of natural or synthetic precious or semi-precious stones (excl. dust and powder of diamonds)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4845|710600|Silver, incl. silver plated with gold or platinum, unwrought or in semi-manufactured forms, or in powder form|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4846|710610|Powder of silver, incl. silver plated with gold or platinum|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4848|710691|Silver, incl. silver plated with gold or platinum, unwrought (excl. silver in powder form)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4849|710692|Silver, incl. silver plated with gold or platinum, semi-manufactured|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4850|710700|Base metals clad with silver, not further worked than semi-manufactured|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4851|710800|Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4853|710811|Gold, incl. gold plated with platinum, for non-monetary purposes|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4854|710812|Gold, incl. gold plated with platinum, unwrought, for non-monetary purposes (excl. gold in powder form)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4855|710813|Gold, incl. gold plated with platinum, in semi-manufactured forms, for non-monetary purposes|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4856|710820|Monetary gold|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4857|710900|Base metals or silver, clad with gold, not further worked than semi-manufactured|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4858|711000|Platinum, incl. palladium, rhodium, iridium, osmium and ruthenium, unwrought or in semi-manufactured forms, or in powder form|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4860|711011|Platinum, unwrought or in powder form|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4861|711019|Platinum, in semi-manufactured forms|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4863|711021|Palladium, unwrought or in powder form|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4864|711029|Palladium in semi-manufactured forms|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4866|711031|Rhodium, unwrought or in powder form|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4867|711039|Rhodium in semi-manufactured forms|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4869|711041|Iridium, osmium and ruthenium, unwrought or in powder form|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4870|711049|Iridium, osmium and ruthenium, in semi-manufactured forms|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4871|711100|Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4872|711200|Waste and scrap of precious metal or of metal clad with precious metal; other waste and scrap containing precious metal or precious-metal compounds, of a kind used principally for the recovery of precious metal (excl. waste and scrap melted down into unworked blocks, ingots, or similar forms)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4873|711230|Ash containing precious metal or precious-metal compounds|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4875|711291|Waste and scrap of gold, incl. metal clad with gold, and other waste and scrap containing gold or gold compounds, of a kind used principally for the recovery of precious metal (excl. ash containing gold or gold compounds, waste and scrap of gold melted down into unworked blocks, ingots, or similar forms, and sweepings and ash containing precious metals)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4876|711292|Waste and scrap of platinum, incl. metal clad with platinum, and other waste and scrap containing platinum or platinum compounds, of a kind used principally for the recovery of precious metal (excl. ash containing platinum or platinum compounds, waste and scrap of platinum melted down into unworked blocks, ingots, or similar forms, and sweepings and ash containing precious metals)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4877|711299|Waste and scrap of silver, incl. metal clad with silver, and other waste and scrap containing silver or silver compounds, of a kind used principally for the recovery of precious metal (excl. ash, and waste and scrap of precious metals melted down into unworked blocks, ingots or similar forms)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4879|711300|Articles of jewellery and parts thereof, of precious metal or of metal clad with precious metal (excl. articles > 100 years old)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4881|711311|Articles of jewellery and parts thereof, of silver, whether or not plated or clad with other precious metal (excl. articles > 100 years old)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4882|711319|Articles of jewellery and parts thereof, of precious metal other than silver, whether or not plated or clad with precious metal (excl. articles > 100 years old)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4883|711320|Articles of jewellery and parts thereof, of base metal clad with precious metal (excl. articles > 100 years old)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4884|711400|Articles of goldsmiths' or silversmiths' wares and parts thereof, of precious metal or of metal clad with precious metal (excl. jewellery, clocks, watches and parts thereof, musical instruments, arms, perfume atomizers and their atomizing heads, original sculptures, collectors' pieces and antiques)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4886|711411|Articles of goldsmiths' or silversmiths' wares or parts thereof, of silver, whether or not plated or clad with other precious metal (excl. jewellery, watch-and clockmakers' wares, musical instruments, weapons, perfume atomizers and heads for these, original sculptures or statuary, collectors' pieces and antiques)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4887|711419|Articles of goldsmiths' or silversmiths' wares or parts thereof, of precious metal other than silver, whether or not plated or clad with precious metal (excl. jewellery, watch- and clockmakers' wares, musical instruments, weapons, perfume atomizers and heads for these, original sculptures or statuary, collectors' pieces and antiques)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4888|711420|Articles of goldsmiths' or silversmiths' wares and parts thereof, of base metal clad with precious metal (excl. jewellery, watch-and clockmakers' wares, musical instruments, weapons, perfume atomizers and heads for these, original sculptures or statuary, collectors' pieces and antiques)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4889|711500|Articles of precious metal or of metal clad with precious metal, n.e.s.|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4890|711510|Catalysts in the form of wire cloth or grill, of platinum|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4891|711590|Articles of precious metal or of metal clad with precious metal, n.e.s.|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4892|711600|"Articles of natural or cultured pearls, precious or semi-precious stones ""natural, synthetic or reconstructed"", n.e.s."|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4893|711610|Articles of natural or cultured pearls, n.e.s.|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4894|711620|"Articles of precious or semi-precious stones ""natural, synthetic or reconstructed"", n.e.s."|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4895|711700|Imitation jewellery|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4897|711711|Cuff links and studs, of base metal, whether or not clad with silver, gold or platinum|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4898|711719|Imitation jewellery, of base metal, whether or not plated with precious metal (excl. cuff links and studs)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4899|711790|Imitation jewellery (excl. jewellery, of base metal, whether or not clad with silver, gold or platinum)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4900|711800|Coin, incl. legal tender (excl. medals, jewellery made from coins, collectors' items of numismatic value, waste and scrap)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4901|711810|Coin (excl. legal tender, gold coins, medals, jewellery made from coins, collectors' items of numismatic value, waste and scrap)|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
